%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=208935, 2023/02/20 14:22:8.37)
1 15 4.042568e-01 0 0 4.032956e-01 4.042434e-01 4.031809e-01 4.032520e-01 4.046840e-01 4.039126e-01 4.042418e-01 4.039770e-01 4.044173e-01 4.042479e-01 4.033313e-01 4.047193e-01 4.040674e-01 4.030809e-01 4.054133e-01 4.038588e-01 4.052190e-01 4.035163e-01 4.039287e-01 4.036698e-01 4.037337e-01 4.047443e-01 4.031560e-01 4.037392e-01 4.048139e-01 4.033684e-01 4.042214e-01 4.034932e-01 4.053315e-01 4.032018e-01 4.057599e-01 
1 15 3.960108e-01 0 0 3.957842e-01 3.956763e-01 3.954442e-01 3.950765e-01 3.947949e-01 3.955827e-01 3.960448e-01 3.959976e-01 3.952231e-01 3.961740e-01 3.953622e-01 3.950740e-01 3.954985e-01 3.958304e-01 3.955602e-01 3.973591e-01 3.963721e-01 3.950422e-01 3.951406e-01 3.953453e-01 3.954655e-01 3.979816e-01 3.961613e-01 3.964569e-01 3.948971e-01 3.954574e-01 3.951292e-01 3.956506e-01 3.950232e-01 3.961068e-01 3.954375e-01 
1 15 3.928349e-01 0 0 3.925783e-01 3.920800e-01 3.935445e-01 3.923921e-01 3.917051e-01 3.919394e-01 3.934409e-01 3.920052e-01 3.927681e-01 3.920554e-01 3.918418e-01 3.924294e-01 3.920365e-01 3.933895e-01 3.935772e-01 3.929426e-01 3.921633e-01 3.926426e-01 3.927084e-01 3.932798e-01 3.922261e-01 3.932376e-01 3.922287e-01 3.917853e-01 3.924634e-01 3.925270e-01 3.925933e-01 3.928733e-01 3.921417e-01 3.923794e-01 3.919712e-01 
1 15 3.964706e-01 0 0 3.953538e-01 3.954873e-01 3.954297e-01 3.970917e-01 3.960453e-01 3.955687e-01 3.959965e-01 3.953773e-01 3.961913e-01 3.955469e-01 3.959391e-01 3.974091e-01 3.962173e-01 3.955753e-01 3.958604e-01 3.957602e-01 3.961516e-01 3.969502e-01 3.954377e-01 3.957082e-01 3.961128e-01 3.960712e-01 3.960920e-01 3.960439e-01 3.967991e-01 3.953717e-01 3.959251e-01 3.955256e-01 3.957647e-01 3.956491e-01 3.971029e-01 
1 15 3.968353e-01 0 0 3.966529e-01 3.969122e-01 3.957182e-01 3.981253e-01 3.963410e-01 3.965667e-01 3.960982e-01 3.960761e-01 3.974571e-01 3.975230e-01 3.977389e-01 3.973544e-01 3.966907e-01 3.959992e-01 3.974189e-01 3.970874e-01 3.956745e-01 3.960980e-01 3.968443e-01 3.963305e-01 3.957699e-01 3.962120e-01 3.969905e-01 3.960260e-01 3.962407e-01 3.973792e-01 3.966679e-01 3.969997e-01 3.962589e-01 3.964646e-01 3.970239e-01 
1 15 3.970864e-01 0 0 3.961407e-01 3.962024e-01 3.966433e-01 3.973728e-01 3.966197e-01 3.974914e-01 3.980502e-01 3.960894e-01 3.964185e-01 3.965947e-01 3.960700e-01 3.972358e-01 3.962421e-01 3.966166e-01 3.962035e-01 3.969219e-01 3.960811e-01 3.968096e-01 3.960970e-01 3.967545e-01 3.997034e-01 3.973628e-01 3.965014e-01 3.959908e-01 3.963538e-01 3.961741e-01 3.960145e-01 3.976028e-01 3.964243e-01 3.963103e-01 3.964755e-01 
2 29 3.892349e-01 0 0 3.878596e-01 3.898436e-01 3.878893e-01 3.878252e-01 3.902246e-01 3.881887e-01 3.893743e-01 3.883965e-01 3.882876e-01 3.884194e-01 3.884847e-01 3.894368e-01 3.887684e-01 3.869648e-01 3.900433e-01 3.890146e-01 3.910898e-01 3.877827e-01 3.881556e-01 3.882440e-01 3.891511e-01 3.890332e-01 3.872161e-01 3.880804e-01 3.896018e-01 3.875099e-01 3.888027e-01 3.875504e-01 3.897840e-01 3.886451e-01 3.903674e-01 
2 29 5.318109e-01 0 0 5.305762e-01 5.305278e-01 5.296419e-01 5.304636e-01 5.296112e-01 5.299942e-01 5.330289e-01 5.307685e-01 5.297099e-01 5.328990e-01 5.304123e-01 5.302926e-01 5.304469e-01 5.313240e-01 5.301114e-01 5.324023e-01 5.322845e-01 5.293106e-01 5.295447e-01 5.306765e-01 5.318951e-01 5.332406e-01 5.306471e-01 5.336163e-01 5.288787e-01 5.301397e-01 5.300902e-01 5.313257e-01 5.299140e-01 5.319332e-01 5.302482e-01 
2 29 5.263028e-01 0 0 5.263247e-01 5.249328e-01 5.276301e-01 5.254511e-01 5.245337e-01 5.239067e-01 5.278316e-01 5.241672e-01 5.272573e-01 5.251060e-01 5.240088e-01 5.257914e-01 5.240205e-01 5.273609e-01 5.259859e-01 5.272706e-01 5.276001e-01 5.248805e-01 5.249765e-01 5.263583e-01 5.262400e-01 5.265430e-01 5.270203e-01 5.239077e-01 5.246668e-01 5.253729e-01 5.263571e-01 5.266203e-01 5.248177e-01 5.245545e-01 5.264021e-01 
2 29 3.735440e-01 0 0 3.716277e-01 3.717783e-01 3.722064e-01 3.732779e-01 3.720348e-01 3.731557e-01 3.744872e-01 3.722918e-01 3.725307e-01 3.727036e-01 3.720043e-01 3.734141e-01 3.725611e-01 3.723959e-01 3.722441e-01 3.726942e-01 3.724851e-01 3.724612e-01 3.716739e-01 3.739243e-01 3.761112e-01 3.729322e-01 3.721670e-01 3.721876e-01 3.723713e-01 3.719864e-01 3.724308e-01 3.734779e-01 3.725698e-01 3.717648e-01 3.719661e-01 
