%  columns="iteration, evaluation, void, void, void, xmean" (startseed=211951, 2023/08/14 14:27:33.53)
0 1 0 0 0 7.500000e-01 7.500000e-01 2.500000e-01 7.500000e-01 5.000000e-01 2.500000e-01 2.500000e-01 5.000000e-01 7.500000e-01 7.500000e-01 2.500000e-01 7.500000e-01 7.500000e-01 5.000000e-01 7.500000e-01 2.500000e-01 5.000000e-01 7.500000e-01 7.500000e-01 7.500000e-01 5.000000e-01 2.500000e-01 7.500000e-01 7.500000e-01 7.500000e-01 7.500000e-01 7.500000e-01 5.000000e-01 5.000000e-01 2.500000e-01 7.500000e-01 2.500000e-01 2.500000e-01 2.500000e-01 
1 15 0 0 0 7.594443e-01 1.009714e+00 5.339422e-01 1.033952e+00 2.915858e-01 5.602336e-01 4.581611e-01 4.196308e-01 7.919587e-01 8.389312e-01 5.454219e-01 7.415954e-01 7.443148e-01 5.846440e-01 6.345944e-01 3.913578e-01 5.384487e-01 8.766409e-01 8.330124e-01 9.231996e-01 3.227080e-01 8.028706e-03 7.937179e-01 1.058225e+00 6.790455e-01 6.946984e-01 1.013868e+00 4.558560e-01 4.984950e-01 3.380574e-01 7.994033e-01 1.070553e-01 1.566389e-01 3.114205e-02 
2 29 0 0 0 8.312853e-01 7.396909e-01 8.201355e-01 1.094564e+00 2.023210e-01 6.932579e-01 5.042762e-01 3.898706e-01 7.650780e-01 7.412775e-01 7.139768e-01 7.550299e-01 7.643513e-01 7.434908e-01 6.710578e-01 1.884564e-01 5.133578e-01 7.361608e-01 6.466382e-01 8.022505e-01 3.831199e-01 1.387726e-02 8.791094e-01 1.010768e+00 5.982889e-01 6.993292e-01 9.455419e-01 6.210380e-01 1.508531e-01 2.025063e-01 9.809129e-01 2.958432e-01 4.759660e-01 -1.043251e-01 
3 43 0 0 0 8.011967e-01 8.550667e-01 8.919290e-01 9.426624e-01 1.108282e-01 5.781954e-01 3.427216e-01 1.632426e-01 6.922027e-01 7.219483e-01 7.102445e-01 8.770578e-01 9.126867e-01 7.292857e-01 7.532128e-01 2.479148e-01 3.719311e-01 7.458490e-01 4.876792e-01 7.580969e-01 3.767659e-01 1.893699e-01 7.618956e-01 8.911464e-01 6.480671e-01 5.933078e-01 1.145088e+00 7.158704e-01 4.971152e-01 2.515972e-01 9.880458e-01 6.105628e-01 5.618426e-01 -1.227751e-01 
4 57 0 0 0 6.572539e-01 8.432327e-01 7.730916e-01 9.613454e-01 3.360446e-01 7.477532e-01 1.985817e-01 4.833409e-03 9.185865e-01 8.244238e-01 5.368586e-01 1.034743e+00 8.577183e-01 4.597319e-01 9.002603e-01 2.529620e-01 1.593964e-01 8.521893e-01 4.628165e-01 8.043593e-01 1.828594e-01 1.285054e-01 7.983001e-01 7.844265e-01 6.484524e-01 5.913743e-01 8.351444e-01 7.315937e-01 4.596295e-01 3.417427e-01 7.556457e-01 5.234533e-01 3.739774e-01 -1.135764e-01 
5 71 0 0 0 7.119412e-01 8.636413e-01 6.220030e-01 1.023182e+00 2.658756e-01 6.931745e-01 4.735197e-02 -1.084150e-01 8.472370e-01 9.324128e-01 4.952865e-01 9.459978e-01 8.654390e-01 6.283295e-01 8.712174e-01 2.522525e-01 2.388077e-01 9.322689e-01 4.329628e-01 7.804065e-01 2.099595e-01 -1.298012e-03 8.653135e-01 6.388482e-01 7.009857e-01 7.112015e-01 6.193953e-01 7.891495e-01 3.607044e-01 3.283353e-01 7.733235e-01 6.668154e-01 4.040336e-01 3.616896e-02 
6 85 0 0 0 6.059342e-01 8.049689e-01 7.776441e-01 1.044406e+00 2.735592e-01 5.695793e-01 3.520531e-01 7.190185e-02 8.200002e-01 1.056355e+00 5.519120e-01 9.026202e-01 1.006821e+00 5.745419e-01 9.738747e-01 2.778331e-01 3.408564e-01 9.294562e-01 3.769500e-01 6.917638e-01 4.471043e-01 5.047028e-02 9.807572e-01 6.898944e-01 6.284767e-01 6.101176e-01 5.265545e-01 5.636959e-01 4.400785e-01 5.729531e-01 6.879894e-01 7.158394e-01 2.916272e-01 -6.868037e-03 
7 99 0 0 0 7.466378e-01 7.625661e-01 6.167332e-01 1.036996e+00 1.667477e-01 5.701220e-01 3.761138e-01 7.121477e-02 9.476070e-01 9.309762e-01 4.785196e-01 6.527242e-01 1.145649e+00 7.605847e-01 7.764607e-01 2.833148e-01 2.718712e-01 1.033045e+00 5.708916e-01 8.881029e-01 4.072515e-01 1.146725e-01 9.235385e-01 6.912500e-01 5.496799e-01 6.661473e-01 3.406266e-01 6.413347e-01 2.742364e-01 4.097412e-01 6.901172e-01 6.443498e-01 2.764672e-01 8.319820e-02 
8 113 0 0 0 7.573264e-01 7.423686e-01 5.925386e-01 8.506367e-01 9.737182e-02 4.466960e-01 4.393362e-01 2.953165e-01 1.005376e+00 8.728656e-01 5.355219e-01 6.532291e-01 9.276118e-01 6.698100e-01 6.252458e-01 4.772133e-01 3.620779e-01 7.940000e-01 4.223678e-01 8.122169e-01 3.189851e-01 2.729632e-01 9.520604e-01 6.888058e-01 5.468248e-01 7.049843e-01 3.596710e-01 5.936049e-01 2.260930e-01 2.923533e-01 7.446664e-01 5.253913e-01 4.136532e-01 1.793841e-01 
9 127 0 0 0 7.325510e-01 6.257941e-01 6.352291e-01 8.995423e-01 1.347244e-01 2.992608e-01 3.276075e-01 3.409371e-01 8.927542e-01 9.089958e-01 5.210566e-01 6.233557e-01 8.413852e-01 7.530479e-01 5.421897e-01 4.262619e-01 3.646999e-01 8.290543e-01 5.708448e-01 8.360453e-01 5.158279e-01 1.720561e-01 8.039485e-01 7.584031e-01 6.981696e-01 7.055387e-01 4.165153e-01 5.799451e-01 3.383365e-01 4.719282e-01 6.823636e-01 3.660340e-01 3.532729e-01 1.568527e-01 
10 141 0 0 0 7.272293e-01 7.123385e-01 6.362221e-01 8.006632e-01 4.634811e-02 3.799355e-01 3.545442e-01 3.554314e-01 7.155236e-01 9.651655e-01 5.182798e-01 6.859509e-01 9.022828e-01 8.281803e-01 5.304498e-01 3.510024e-01 3.260519e-01 8.560876e-01 5.261016e-01 8.706899e-01 5.311056e-01 6.147198e-02 6.001601e-01 6.964428e-01 5.790619e-01 6.822931e-01 3.403707e-01 6.198838e-01 3.883576e-01 3.770517e-01 6.450555e-01 3.197929e-01 4.055904e-01 1.973628e-01 
11 155 0 0 0 8.158202e-01 6.398477e-01 7.222642e-01 6.149190e-01 2.051479e-01 3.067436e-01 4.109642e-01 3.947935e-01 7.226128e-01 9.701913e-01 5.708007e-01 5.413495e-01 8.240086e-01 8.806631e-01 3.800825e-01 4.337387e-01 2.501552e-01 8.065643e-01 5.437087e-01 8.120002e-01 4.747083e-01 2.263955e-01 5.876406e-01 6.593096e-01 6.539023e-01 7.980894e-01 3.032122e-01 5.512701e-01 4.875008e-01 3.133133e-01 5.288838e-01 4.555221e-01 3.811202e-01 1.067148e-01 
12 169 0 0 0 8.693206e-01 6.524896e-01 6.661079e-01 7.580839e-01 9.403481e-02 3.994757e-01 3.153789e-01 3.711807e-01 6.920736e-01 8.202123e-01 5.916848e-01 4.979080e-01 8.047322e-01 7.844966e-01 4.207029e-01 4.027485e-01 3.304960e-01 6.821752e-01 5.538652e-01 8.779259e-01 5.174970e-01 1.937543e-01 5.865734e-01 8.115259e-01 6.878056e-01 7.278662e-01 3.398228e-01 6.101451e-01 3.186096e-01 3.028275e-01 4.526931e-01 3.920627e-01 3.663144e-01 1.045509e-01 
13 183 0 0 0 1.016598e+00 5.517702e-01 6.328041e-01 6.011523e-01 3.092339e-02 4.645329e-01 1.130531e-01 3.303385e-01 6.473584e-01 9.062724e-01 6.780602e-01 6.533265e-01 9.264784e-01 8.636671e-01 3.591526e-01 4.714290e-01 3.115179e-01 6.697439e-01 7.160113e-01 9.076629e-01 6.382713e-01 1.898050e-01 6.508579e-01 7.725329e-01 7.430959e-01 6.546826e-01 4.164029e-01 6.174027e-01 3.774319e-01 3.373183e-01 4.926246e-01 3.413555e-01 4.371790e-01 2.484611e-01 
14 197 0 0 0 8.298214e-01 5.530459e-01 7.174882e-01 6.491477e-01 1.149897e-01 3.709613e-01 2.622948e-01 2.715103e-01 7.125024e-01 8.310095e-01 7.959652e-01 6.085718e-01 9.392234e-01 8.177115e-01 2.459544e-01 4.339034e-01 2.271676e-01 7.070723e-01 6.905991e-01 8.177524e-01 5.208858e-01 2.132376e-01 7.291660e-01 7.678417e-01 7.592626e-01 6.853400e-01 3.786162e-01 5.946875e-01 5.703115e-01 4.006148e-01 5.921323e-01 3.473513e-01 4.162035e-01 4.269905e-01 
