%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=211576, 2023/08/26 17:1:40.76)
1 15 2.846011e-01 0 0 2.840391e-01 2.854743e-01 2.843138e-01 2.843654e-01 2.850223e-01 2.846772e-01 2.842603e-01 2.845629e-01 2.840394e-01 2.849751e-01 2.840540e-01 2.846101e-01 2.840375e-01 2.840685e-01 2.841873e-01 2.847882e-01 2.840774e-01 2.847160e-01 2.849368e-01 2.847025e-01 2.842754e-01 2.840730e-01 2.844350e-01 2.842204e-01 2.842753e-01 2.843600e-01 2.843149e-01 2.840690e-01 2.845800e-01 2.846824e-01 2.846669e-01 2.840286e-01 2.844271e-01 2.851782e-01 
2 29 2.708709e-01 0 0 2.698060e-01 2.716829e-01 2.706401e-01 2.706944e-01 2.709354e-01 2.705407e-01 2.700310e-01 2.708357e-01 2.698243e-01 2.712889e-01 2.698503e-01 2.703391e-01 2.703492e-01 2.700288e-01 2.702605e-01 2.704581e-01 2.700187e-01 2.712044e-01 2.707863e-01 2.708260e-01 2.707245e-01 2.706006e-01 2.702852e-01 2.701542e-01 2.701372e-01 2.700052e-01 2.707554e-01 2.707552e-01 2.704845e-01 2.714067e-01 2.707510e-01 2.707890e-01 2.705883e-01 2.718357e-01 
3 43 2.558282e-01 0 0 2.549698e-01 2.561632e-01 2.554744e-01 2.559012e-01 2.559800e-01 2.554370e-01 2.544901e-01 2.564386e-01 2.546696e-01 2.561491e-01 2.547487e-01 2.549695e-01 2.551697e-01 2.545475e-01 2.548226e-01 2.549805e-01 2.545415e-01 2.560564e-01 2.556520e-01 2.563032e-01 2.551828e-01 2.550890e-01 2.553360e-01 2.550384e-01 2.546739e-01 2.555403e-01 2.551935e-01 2.554487e-01 2.551055e-01 2.568407e-01 2.552930e-01 2.553602e-01 2.549646e-01 2.567543e-01 
4 57 2.488086e-01 0 0 2.475020e-01 2.490271e-01 2.483517e-01 2.488521e-01 2.484806e-01 2.482867e-01 2.470135e-01 2.492740e-01 2.471563e-01 2.490552e-01 2.475421e-01 2.477013e-01 2.476808e-01 2.469941e-01 2.473552e-01 2.478254e-01 2.473020e-01 2.489532e-01 2.496547e-01 2.495022e-01 2.476482e-01 2.480088e-01 2.481909e-01 2.478733e-01 2.471410e-01 2.483589e-01 2.482954e-01 2.483188e-01 2.479845e-01 2.497676e-01 2.483536e-01 2.481069e-01 2.474986e-01 2.498973e-01 
5 71 2.398939e-01 0 0 2.383083e-01 2.397180e-01 2.389324e-01 2.400770e-01 2.394109e-01 2.390807e-01 2.378472e-01 2.403925e-01 2.382015e-01 2.400117e-01 2.384455e-01 2.386588e-01 2.386130e-01 2.380442e-01 2.381335e-01 2.386853e-01 2.381014e-01 2.395831e-01 2.405178e-01 2.403229e-01 2.389632e-01 2.386510e-01 2.400967e-01 2.385174e-01 2.386102e-01 2.397860e-01 2.390037e-01 2.390628e-01 2.390579e-01 2.409633e-01 2.392658e-01 2.392935e-01 2.382970e-01 2.416866e-01 
6 85 2.288995e-01 0 0 2.269521e-01 2.284768e-01 2.276549e-01 2.288875e-01 2.281965e-01 2.279014e-01 2.270094e-01 2.297025e-01 2.268349e-01 2.293565e-01 2.277600e-01 2.275193e-01 2.273577e-01 2.268086e-01 2.267688e-01 2.276671e-01 2.267250e-01 2.283158e-01 2.299677e-01 2.289035e-01 2.279338e-01 2.277574e-01 2.287842e-01 2.275927e-01 2.275798e-01 2.283005e-01 2.279039e-01 2.275898e-01 2.279186e-01 2.294980e-01 2.278319e-01 2.282213e-01 2.272016e-01 2.304957e-01 
7 99 2.226867e-01 0 0 2.206093e-01 2.220365e-01 2.210772e-01 2.229379e-01 2.214745e-01 2.219207e-01 2.204316e-01 2.234655e-01 2.204627e-01 2.228933e-01 2.215615e-01 2.212860e-01 2.211655e-01 2.202700e-01 2.203588e-01 2.214217e-01 2.203667e-01 2.216596e-01 2.234182e-01 2.226366e-01 2.215354e-01 2.216573e-01 2.225895e-01 2.210800e-01 2.211380e-01 2.218935e-01 2.214901e-01 2.212077e-01 2.214313e-01 2.227984e-01 2.219554e-01 2.219995e-01 2.205847e-01 2.242809e-01 
8 113 2.140582e-01 0 0 2.116560e-01 2.133528e-01 2.122162e-01 2.141564e-01 2.129190e-01 2.131302e-01 2.116084e-01 2.146988e-01 2.115765e-01 2.139037e-01 2.125690e-01 2.122756e-01 2.121517e-01 2.113304e-01 2.113707e-01 2.129087e-01 2.120668e-01 2.127820e-01 2.145366e-01 2.140723e-01 2.126807e-01 2.126745e-01 2.139372e-01 2.128526e-01 2.122295e-01 2.130564e-01 2.127224e-01 2.126740e-01 2.125442e-01 2.142570e-01 2.131299e-01 2.130196e-01 2.120099e-01 2.156972e-01 
9 127 2.041867e-01 0 0 2.015310e-01 2.035399e-01 2.019928e-01 2.041739e-01 2.028137e-01 2.038167e-01 2.018277e-01 2.046635e-01 2.017540e-01 2.037379e-01 2.023191e-01 2.022821e-01 2.021607e-01 2.018661e-01 2.015448e-01 2.032495e-01 2.020703e-01 2.029903e-01 2.044583e-01 2.037923e-01 2.026751e-01 2.027382e-01 2.037855e-01 2.027861e-01 2.020976e-01 2.032857e-01 2.028876e-01 2.039288e-01 2.024492e-01 2.039564e-01 2.031668e-01 2.031201e-01 2.018912e-01 2.058899e-01 
10 141 1.970405e-01 0 0 1.944980e-01 1.962790e-01 1.947820e-01 1.966931e-01 1.953149e-01 1.965173e-01 1.949766e-01 1.970889e-01 1.944413e-01 1.966744e-01 1.949587e-01 1.952977e-01 1.948019e-01 1.949044e-01 1.943726e-01 1.960899e-01 1.956214e-01 1.958162e-01 1.968651e-01 1.962065e-01 1.952816e-01 1.960419e-01 1.963051e-01 1.955027e-01 1.948631e-01 1.960181e-01 1.956130e-01 1.970466e-01 1.949244e-01 1.966733e-01 1.958731e-01 1.957625e-01 1.947261e-01 1.984188e-01 
11 155 1.878030e-01 0 0 1.849898e-01 1.869713e-01 1.854877e-01 1.873677e-01 1.857376e-01 1.873998e-01 1.859200e-01 1.876089e-01 1.850715e-01 1.870386e-01 1.856856e-01 1.861559e-01 1.852930e-01 1.857560e-01 1.849544e-01 1.865563e-01 1.864812e-01 1.863533e-01 1.874156e-01 1.866017e-01 1.858095e-01 1.868908e-01 1.869595e-01 1.863052e-01 1.854445e-01 1.865749e-01 1.866704e-01 1.878559e-01 1.855581e-01 1.871463e-01 1.866658e-01 1.866558e-01 1.852598e-01 1.888496e-01 
