0,	4,	7,	24,	48
354.444319087046,	4625.53306021709,	8719.255,	16158.7539616317,	13214.5126747755
11803.7521491789,	13117.579485798,	13495.134,	15159.9770935211,	6248.42593335505
0,	0,	0,	0,	0
