0,	4,	7,	24,	48
209.346378757686,	828.844957872236,	2510.30869300448,	6731.59821920698,	7294.61429167029
8855.3479723184,	13189.7047931644,	11160.3085223751,	10082.0978079737,	5005.38404329271
28412.3194261533,	30607.6968947759,	30249.726681042,	21788.5110094979,	14286.8196756796
