surv curv AUC
77600.5114919421
77684.6253628098
99019.1755039186
125592.367762097
119302.63863676
133328.891838021
120035.84763779
94580.9414862286
67993.5564131036
89392.4592982765
75133.9579823625
115409.365569897
116596.420038998
151099.996955357
81739.4066542543
75577.1155996023
102532.857974158
93635.0643508633
73687.1841007003
99806.3125074423
144462.529155328
106508.06256281
114138.962326564
101317.732857159
92739.1821282295
100262.927447547
99268.8881469378
94062.551077264
177010.004617665
76762.6347008662
133426.005220516
86671.3443570465
93730.5572420452
112068.229378451
165715.000429114
110662.974057486
113944.986990693
99352.4861855502
80444.0908185548
97894.6180621896
104460.076357563
109879.145100011
70418.3979157546
111282.013848628
91893.0523270685
106340.64845379
84757.5501580783
93074.695933425
99315.7419882195
120966.547341678
75633.8978615833
114760.011702005
72403.7122392412
92840.707104647
105655.731885703
129088.078072221
101340.24760448
67514.560889615
136151.621020626
116418.175232166
107245.362934336
83072.4950832571
103917.110135634
109803.946935698
78183.3365147253
125546.415616168
107698.465053055
104460.998036742
116251.301885492
89385.4262311376
82424.6457444583
115557.886371983
125969.267442398
114577.275030262
110441.976298599
86767.6462874164
141055.807695082
127760.778545063
153550.809773557
76420.4100226676
124916.05825952
77326.6457230451
67650.7611873841
96823.6590960036
127536.363491364
106583.450816747
112459.599098348
75096.2283898454
106447.905578662
98636.285076522
80898.361436631
88003.5399203734
103882.098675118
88159.9263119976
90551.5715897722
81663.9805296701
88697.0891051558
163473.595356163
111935.463484995
92488.7745240506
124879.621075103
98576.0822861606
90577.8863635047
106850.460455538
105286.51226264
97602.3543396849
69759.2612579143
113940.069009143
102555.252561873
93279.9434550885
97892.3087818334
98903.6663951357
87972.4450302875
87125.5312435462
95277.8226989546
125722.961027067
89135.4788280662
101648.436156648
100525.789748202
101330.680073701
106961.10460276
125140.529014937
92093.8927720453
115072.360391886
138903.421675827
104595.318071637
138447.047257169
176325.355452133
81383.5766482973
128558.67860375
115483.598855334
117512.843285176
76424.5795604763
140423.013780045
130298.571553549
86667.9345923925
91892.4050084886
82008.2299994004
117283.846819477
80553.992627894
81286.2627695484
104377.591852916
117151.281556396
112256.867915152
77774.0434339061
118372.840121694
110637.177859975
105361.988171876
80901.0687080724
86613.1214341126
129651.901859144
111398.66763917
88783.8731238057
78705.3144031711
83431.0119874844
127561.565846185
68756.0759041911
104529.027650569
114659.266365431
96033.6110517092
93557.0589788205
96782.2757674351
97624.3503986663
85430.4405164921
92548.5170558581
111595.630642605
98503.8031949941
89588.2906877536
108090.157402638
84963.9087596724
113403.076630318
145183.349020972
150922.902018098
120977.696362601
83116.1276713068
95116.6938727673
84012.8904813471
82566.4097623748
90504.8633628191
98912.9149209896
81356.4795632359
80469.449138088
109424.714600434
79043.4125634073
107585.533880653
91180.8979480748
118807.923030456
128761.105729459
94942.1774057734
78228.3451655799
81852.2626144344
86564.8299755875
124723.725788931
136834.577062648
111945.164574267
63555.2547942598
87809.7779939878
93043.4892428957
91889.8603123275
104376.709884291
145863.124993762
82514.0987380686
98413.5106221053
77880.8616478948
99071.1235290332
108325.357548248
100319.048057632
97109.5383383414
113557.345085356
78894.3086284095
117384.556438566
88678.0133002485
126922.772432299
74568.8999114906
113786.87065867
102057.959212322
118955.652242846
116038.172708537
112542.586578043
91158.2766318142
86822.424975018
82524.6801890066
108281.27489882
89354.4107187825
81576.6160301363
115986.016530183
114298.305486733
121572.646987729
108073.024835102
89235.175192261
78518.3242162127
86828.3211851204
105302.798825962
113824.771448328
113758.512565215
82240.5237724454
125209.961233025
89041.9389220459
113153.453626043
117344.540505535
112499.667090838
88352.6737738528
92794.1602017198
88712.8655528348
97639.7725236365
87677.5126741749
92294.7340179457
75153.7657745902
100750.139835709
88125.2790766576
92995.5439438832
116525.788449017
101520.439294651
102982.363899451
99484.1571060873
71010.6936407419
100746.250055025
99425.3940906195
118903.061710969
102465.770490421
135571.632182475
78657.4521411967
82471.8935419926
93570.8206797161
102791.400218975
110146.396842865
79174.7328915941
95695.5900034504
96367.0050354473
132032.574561436
93311.4553752197
114404.155422123
144080.266324789
152608.976970235
84284.4351109591
137253.551215964
110772.302544859
75517.0550006445
110599.968767044
105729.346231322
111056.938869006
79376.0577759997
71620.2808700845
81598.2827620424
66751.5647164951
129608.19700908
91159.0137130636
88625.4485835958
97016.9635397169
135005.020288401
104177.614258091
92858.3876348667
82967.5643860563
81714.5781397584
124596.329683485
84473.5797016446
86888.2923548576
102945.835846371
113676.170303546
96839.7182632748
136706.046541416
95957.3157985339
137500.605479392
90334.6293515498
123528.578871763
114157.799956447
126843.058014137
94186.9957580452
128950.227279914
96616.258327944
129021.26585834
119441.473919589
80876.301241422
125770.499384295
112201.894021306
98461.2256509198
139082.607435035
69567.8843659698
115619.788029021
86570.2244911977
85964.7684613769
110869.0908828
147140.12024755
103616.39757349
119335.180867375
76886.3107753553
117927.704521006
116394.115314471
92413.9135503483
160778.513715233
92591.4566973179
93778.0070472048
88435.9003743522
101786.590127713
95696.3625270387
84240.921291583
136315.598009235
96167.0788126626
129096.130709024
97050.9748081175
92226.682341422
88181.378917003
133304.578691017
129190.271149112
120838.163319856
79554.085258383
107032.483787708
146509.697629308
153392.826941557
94717.2065524983
113984.295956771
121178.965889633
180385.150048397
104903.275129256
104295.595609786
85581.4655067262
105905.308996627
94537.5556939398
75365.9763360673
93293.2553249468
94376.4665226957
123952.773571882
129299.682154747
126026.491805082
53029.6674182941
126217.339399807
129330.806639165
93846.3024983149
113805.34722622
85275.9709841498
125556.250029021
92069.2020667956
151720.012367823
82414.9175806744
92452.3693440778
84096.4965431174
89105.4491139531
88831.2583448759
162365.105334848
113215.573887517
119891.774909376
104371.293463293
110716.408227276
162838.044981481
81187.0247584628
121045.727807246
85326.4430146616
121218.684293763
90175.076732409
125715.735622622
112922.550727295
111272.753502783
86575.8772135673
131025.957002028
147794.571188235
102494.575312573
116486.533373227
125367.987779761
139011.456522811
130268.591903419
99565.6876954202
102266.578254324
123889.629874767
79283.1535562046
105327.269761937
95579.9371322007
100766.058053003
118768.195834465
84029.2681425287
100651.08907754
147010.061370727
109180.218382919
95465.3136009285
96861.016107079
98084.7775043551
91031.5810418819
97939.8946188785
101514.32445823
100327.095084078
92407.2803784554
128799.407188987
110526.178412411
120613.793799112
87643.0504616689
104693.121475428
128201.230594726
97707.1213827282
102608.03834617
141279.268718695
111692.038120662
87822.3691687376
88391.2174907027
101110.682346077
77943.5838454234
169366.141303971
124326.293700179
70595.7601645388
139795.570654858
78384.6085753896
126642.578592586
70667.7790552598
118038.348276993
117014.363931517
96118.6300075903
181011.141923433
89840.6309115855
102792.408872617
102299.737451554
112781.473664316
140611.248445454
118421.973404503
127312.205169421
85992.7320632546
118461.705724241
77687.9891263254
115307.642160388
111565.865344417
89396.081637674
79632.9938733254
127995.270431988
115346.400318388
80726.1979552986
66374.4456825449
74962.2445714958
115801.773476517
115234.084102362
88121.9639348555
102958.344823
79727.998348082
108215.462083192
101875.813953938
105888.865317514
79373.7211243892
122786.375991895
52853.0008671165
72401.4266676033
80380.2866309805
76420.378338679
91063.6616185624
96783.2580805805
113378.606607798
83523.1716885808
100611.26130602
167570.889041966
106655.958009054
96641.4095768489
94056.4837269822
150749.315607586
94798.9430735864
112627.594917258
74731.4419586053
106643.657646751
106243.788882655
110541.269455928
100491.030066038
79559.9792358844
125629.444274203
97945.7925506711
112652.148852122
99774.9554642879
146964.207166375
163832.619384966
93040.1505466642
118034.177712111
105146.027674511
87375.2295900581
106257.573194303
66806.0369506903
94287.1671173926
79199.0052241674
80002.1105468941
108783.851192195
105188.287228253
120121.010215318
85334.1158624758
86469.5314188445
91016.2667316699
104281.695416191
90698.917993823
98642.6400663335
124408.484371425
142923.031667352
114603.258076313
70096.9243977071
78667.1353600723
75374.2840454316
103275.019293882
105486.606130671
108932.661857741
128149.199008861
95151.5020643978
93762.4048179951
146114.04952127
92272.8520805002
63368.0807542688
120944.787493596
172492.533196633
73114.2110082587
84499.3410553876
122858.618399255
100024.831080434
95905.4284977044
100788.91275736
93708.1954300625
117794.289972874
81161.0161403568
100695.383231495
187246.759490912
101803.134560688
140167.303644851
109783.703118909
83544.8418064065
92647.4746898316
109760.287365338
94467.1558291965
105766.074105482
134556.59879169
120343.382545376
113726.214955874
113017.168454666
85436.071583774
111741.315909812
94227.0386437545
104680.96760958
118478.331788311
112798.09307269
95802.2611310831
90330.205631517
97238.1763706781
87855.4013880701
85944.7648859069
109081.086468898
94217.5643049736
100149.481877339
142096.814268009
105666.012658403
91662.7458242288
105299.797932264
134890.043909373
114203.365380034
138810.845321697
140555.361092627
120502.509202413
99005.6806918447
105809.689434272
98937.1592478312
105453.836340167
115857.246679273
72138.7263424856
116298.335375844
122369.302128163
136961.574888526
89237.7489397526
102100.976143413
131530.496466534
101192.308191673
70913.6612687432
122444.573729849
152056.49272904
136979.669471347
90241.6736035882
124422.404174573
99787.4577990691
95565.5257107015
77601.3903644857
148542.484530774
115018.127986772
81559.6211462825
107381.235209376
86711.774331173
115758.311383953
93800.0733169527
105220.265835242
83088.5303220485
81836.0823865283
130556.461262713
89664.2687582997
135548.804777432
101940.26779093
124305.580966537
94136.6767985231
127750.521030807
84612.2182895676
86853.5005950965
86887.252386006
88368.3851216535
107759.795833256
89170.0780661434
80248.2856421682
86989.1034562387
160539.975073729
104619.089404452
89411.867149485
119033.393135233
93517.5834593081
101641.523768817
111430.922544636
87291.726589567
115910.872176566
124083.519762638
126830.120738689
106561.833909906
84775.3271383747
111290.847381741
95268.1419041422
85372.1413566936
105765.243286245
149154.251163922
78493.5933789733
82681.0516632499
72606.4949542542
115172.552703703
73351.9857741917
133819.292966926
95175.6943099674
125455.041190088
139132.631580601
156966.103471578
111067.246347428
118525.371839942
99761.3304561244
64795.995341208
103076.953451096
109524.18725199
79679.7703371844
137171.416732932
157472.09390697
75842.7512249448
144890.714570948
56865.1095717235
97700.0780444322
108000.495403048
124347.981099461
95037.8129956892
86666.0117467731
62815.2662008753
124889.036969201
102990.374688305
84623.5093767928
112449.376627786
95174.0787516686
95373.6109481799
82052.8797501033
97716.1393188761
105239.136067926
89460.1709815367
88528.6556807599
71824.3382975441
105683.479480403
115860.502567269
97846.3049877603
95867.2310280536
85688.4076839284
102243.53527279
101476.74893608
129287.227962766
111563.804518476
117394.859754423
94149.2392061489
87994.4653485647
93628.1418372994
98588.917251294
82623.6827655785
86862.9956210084
174242.440635329
87205.9551469887
116019.916010292
92788.4686989118
107417.647128721
117765.885452814
128678.213870489
99148.9958319541
99722.6086758374
99749.9795962239
88705.6130199534
78011.5037990466
107402.828981055
103670.54800719
66243.3089943016
127878.540820768
106835.348227183
94257.1309785294
120815.488417806
128081.94775395
110930.961690808
78620.7403199124
129914.83525582
111827.751689944
94311.5146191157
107204.933043294
108275.019817046
88953.5443686488
81753.6117540643
97494.531193098
87607.1685798416
93959.9421962052
95422.6208342159
106172.182644301
141918.622912765
135433.4317216
76572.0928703064
101680.571175074
128088.112523044
82746.0235783514
141535.006301941
142009.329398942
86109.6797456396
111856.121594714
118829.566558999
96224.1474520384
103292.052972806
102859.426350149
135108.632526926
102879.381117109
100794.694139881
128955.975831583
85852.1308475116
113646.85265433
96855.5252507485
80477.0853639314
88696.4319638762
160974.607369527
112101.363367177
120229.794356639
116370.926948952
79684.9271537661
174199.222130669
160158.899666685
102250.491054649
88065.1806801688
97045.2792467703
97456.928966699
111862.674929553
97224.8771308408
98903.7834130664
96622.3216136533
101012.915690881
98964.1794582877
149692.354941697
99900.477218266
100200.193654252
145885.10253711
105141.915947452
92950.0284385339
101009.273444728
96076.5684332189
99096.9945275002
111659.815999457
131468.337130507
94880.3971882429
100008.820580553
131929.756475452
102146.929393657
115020.813425088
90845.9473776436
137616.398711937
108551.52580681
99819.1550529454
117455.828591174
111101.717330155
108041.77055793
96773.5010924876
115825.45452195
120994.764260073
113948.164719918
77298.4039760552
104212.77270932
144547.641997119
109644.698609923
101770.005780477
105755.392012986
116757.26726761
116535.567491988
96965.1752069921
164986.786716413
106350.560635167
134124.78497023
143246.400161871
166950.023926203
134800.717003485
110724.990923048
98318.5410205851
114723.713400574
105526.915871569
113923.057829597
109709.747751995
93734.106099626
96191.3710546916
110879.801262959
162780.059597566
141772.476509744
134517.274206348
99145.9272141332
96413.4264769692
129119.42967715
91352.4266624221
90609.5074183473
111062.948502302
100795.157748767
95405.223238221
79517.0491098682
94711.4984579485
121293.76190008
77486.3929088164
