surv_curvm
88.6272558878574
87.2821582929735
85.0985260144917
78.0987548777274
59.9896597798883
32.813465494118
18.023434733085
13.3097330201678
11.7069213709632
11.0959078772263
10.7948613667753
10.6606024053435
10.5406038854253
