0, 		0.00000874485070878536	, 0.0000145480856327621	
1, 		0.0000139033300594733	, 0.0000077883690761252	
2, 		0.0000175879581671077	, 0.000016017589232031	
3, 		0.0000239255185122387	, 0.0000268919158666207	
4, 		0.0000398431119372187	, 0.0000155767381522502	
5, 		0.0000497179152656785	, 0.0000221895043489603	
10,		0.0000631299615774673	, 0.0000276266676662551	
15,		0.0000760998525163399	, 0.0000280675187460359	
20,		0.000112356593095461	, 0.0000362967389019416	
