%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=208147, 2023/08/19 4:14:13.47)
1 15  4.938641783571929977e+02 0 0 -1.962127e-01 4.653769e-01 2.382746e-01 1.739323e-01 6.189566e-01 -9.982429e-02 7.178464e-01 8.976602e-01 2.618699e-01 5.994308e-01 1.061342e+00 5.076808e-01 1.111295e+00 -9.435960e-02 7.429539e-01 2.606340e-01 2.156297e-02 3.274773e-01 7.171207e-01 4.839433e-01 8.289088e-01 4.643590e-01 2.995887e-01 6.839892e-01 5.544957e-01 4.559728e-01 4.856989e-01 4.314098e-01 2.791801e-01 1.222196e+00 7.881458e-01 2.215332e-01 8.376827e-01 3.793635e-01 
2 29  1.000000000000000000e+05 0 0 1.934642e-01 8.945110e-01 4.512248e-01 3.362671e-01 6.853490e-01 7.954047e-01 9.933989e-01 1.904781e-01 9.324594e-01 3.917103e-01 9.401626e-01 5.059991e-01 1.410496e+00 1.671390e-01 5.951851e-01 3.581744e-03 2.515999e-01 2.402755e-01 8.098548e-01 3.649969e-01 9.986718e-01 9.003205e-01 3.416116e-01 7.373322e-01 8.429263e-01 6.876669e-02 1.167469e-01 3.558852e-01 8.652494e-01 8.419127e-01 5.335899e-01 2.863554e-01 5.507673e-01 5.772285e-01 
3 43  1.000000000000000000e+05 0 0 -1.546605e-01 3.614989e-01 1.071100e+00 4.590913e-01 -7.668502e-02 1.120764e-01 9.561054e-01 3.513692e-01 6.824408e-01 4.516331e-01 7.993564e-01 1.912894e-01 1.113305e+00 -9.036816e-03 1.038230e+00 1.876137e-01 -2.815429e-02 1.323041e-02 1.116688e+00 7.012456e-01 1.214955e+00 3.643965e-01 -3.209997e-02 4.282136e-01 8.123404e-01 2.983375e-01 7.000149e-01 4.365687e-01 7.941097e-01 1.094233e+00 1.806838e-01 -3.679406e-01 7.187285e-01 6.462755e-01 
4 57  1.000000000000000000e+05 0 0 5.906266e-01 3.432814e-01 9.142331e-01 1.457717e-01 -2.640754e-01 4.033825e-01 1.243616e+00 5.389200e-01 4.052333e-01 2.348828e-01 6.804874e-01 3.935958e-01 1.006195e+00 1.257948e-01 1.095708e+00 2.141116e-02 5.770897e-01 7.549938e-01 3.137865e-01 8.868285e-01 9.378037e-01 6.343803e-01 5.582545e-01 6.912626e-01 1.469510e-01 5.894798e-01 9.060506e-01 2.247400e-01 8.592192e-01 7.128065e-01 6.569894e-01 5.760472e-01 7.111326e-01 7.765377e-01 
5 71  5.299631883684381819e+02 0 0 1.929036e-01 4.216149e-01 5.048626e-01 3.076522e-01 4.103432e-01 6.188864e-01 4.376060e-01 8.130835e-01 3.013570e-01 3.049093e-01 1.141096e+00 -1.758242e-01 8.499959e-01 1.225334e-01 8.868004e-01 3.942453e-01 5.071545e-01 6.737547e-01 7.187335e-01 8.480811e-01 1.158367e+00 1.228479e+00 2.892679e-01 9.156531e-01 3.144672e-01 8.056739e-01 1.041367e+00 1.599451e-01 6.702792e-01 9.035383e-01 5.620870e-01 5.880100e-01 8.980388e-01 7.832423e-01 
6 85  3.460341932920327395e+02 0 0 1.995367e-01 5.092711e-01 6.927403e-01 8.883890e-03 1.731102e-01 5.787239e-01 6.821692e-01 7.160563e-01 1.073513e+00 3.794824e-01 1.151956e+00 5.767529e-01 1.231835e+00 4.350998e-01 4.166652e-01 -1.995464e-01 3.090550e-01 3.519363e-01 6.893996e-01 7.371604e-01 1.379898e+00 5.554522e-01 4.143071e-01 6.822868e-01 3.889818e-01 1.499772e-01 6.404357e-01 6.555011e-01 6.313324e-01 5.053657e-01 6.047949e-01 5.322651e-01 3.247599e-01 2.781687e-01 
7 99  1.000000000000000000e+05 0 0 2.834835e-01 2.341782e-01 5.520730e-01 1.210556e-01 2.761925e-01 9.722099e-01 4.843857e-01 7.465507e-01 1.132660e+00 8.523144e-02 7.168684e-01 1.918163e-02 7.362174e-01 6.479900e-01 8.578634e-01 3.469900e-01 8.677432e-01 5.026923e-01 8.254596e-01 6.496604e-01 8.329751e-01 1.742040e-01 2.619913e-01 7.337463e-01 2.935833e-01 7.168649e-01 3.365450e-01 4.904866e-01 5.556521e-01 6.892688e-01 2.871810e-01 1.835606e-01 1.036331e+00 9.476788e-01 
8 113  1.000000000000000000e+05 0 0 -3.175194e-01 5.470774e-01 7.376300e-01 5.317424e-01 -2.148935e-02 3.004773e-01 1.286242e+00 4.122859e-01 8.094823e-01 2.108848e-02 6.975119e-01 -8.173589e-03 9.827548e-01 4.361994e-01 4.190629e-01 1.105334e-01 6.418260e-01 2.462273e-01 4.737802e-01 8.814089e-01 7.845878e-01 5.926046e-01 1.102053e-01 1.101598e+00 6.695920e-01 6.678152e-01 8.344170e-01 3.384614e-01 8.513911e-01 7.643108e-01 8.187776e-01 4.053537e-01 8.757371e-01 2.811059e-01 
9 127  1.000000000000000000e+05 0 0 3.932685e-01 1.510623e-01 5.911641e-01 1.615885e-01 1.857412e-01 5.775779e-01 7.431357e-01 5.552855e-01 5.026212e-01 1.583830e-01 8.312526e-01 2.802800e-01 8.754710e-01 4.176264e-01 6.411179e-01 7.697307e-01 6.659785e-01 2.560955e-01 4.830143e-01 1.265618e+00 8.206790e-01 4.143480e-01 3.206215e-01 6.711487e-01 4.835062e-01 2.050609e-01 5.672943e-01 2.840903e-01 4.450034e-01 6.608330e-01 9.886493e-01 8.203995e-02 6.668694e-01 5.622296e-01 
10 141  1.000000000000000000e+05 0 0 3.565445e-01 1.921250e-01 3.990624e-01 2.655252e-01 1.383411e-02 7.357502e-01 3.558299e-01 6.320901e-01 5.463755e-01 2.796566e-02 6.017673e-01 1.264537e-01 1.023916e+00 8.029415e-02 8.805529e-01 5.210067e-01 6.870121e-01 8.918185e-01 6.659950e-01 1.102901e+00 6.616747e-01 4.556620e-01 2.414576e-01 4.431600e-01 6.410240e-01 3.877976e-01 7.458275e-01 4.275309e-01 1.467285e-01 8.338027e-02 1.162733e+00 -1.006953e-01 9.413060e-01 2.831810e-01 
11 155  1.000000000000000000e+05 0 0 5.824436e-01 2.889297e-01 9.417984e-01 1.789564e-01 1.706807e-01 7.783532e-01 6.358972e-01 5.677858e-01 8.229337e-01 3.326145e-01 1.054454e+00 5.213888e-01 5.660911e-01 1.703295e-01 9.561954e-01 5.920493e-01 5.001124e-01 3.097417e-01 1.065350e+00 6.114188e-01 9.848739e-01 1.979893e-01 9.657984e-02 6.494144e-01 5.495060e-01 3.992817e-01 8.129506e-01 4.254566e-01 7.682505e-01 3.011305e-01 6.584873e-01 -7.919890e-02 4.667883e-01 1.388612e-01 
12 169  1.000000000000000000e+05 0 0 1.304699e-01 3.094536e-01 1.085277e+00 3.210948e-01 1.679544e-01 6.457488e-01 5.349251e-01 4.189209e-01 9.994588e-01 3.171889e-01 3.170714e-01 2.707605e-01 6.789859e-01 1.039465e-01 5.634726e-01 6.010688e-01 8.194389e-01 2.415689e-01 1.149006e+00 9.001728e-01 9.115325e-01 -3.473676e-01 4.630975e-01 7.681150e-01 2.510585e-01 -1.550685e-01 6.940340e-01 8.287933e-01 9.094124e-01 5.690342e-01 5.959686e-01 3.823303e-01 6.044313e-01 4.073769e-01 
13 183  1.000000000000000000e+05 0 0 4.256115e-01 3.072885e-01 8.629889e-01 7.181918e-01 1.524088e-01 2.776623e-01 4.457688e-01 1.723599e-01 8.812922e-01 2.862846e-01 5.307672e-01 4.768155e-01 9.582163e-01 1.774718e-01 6.094242e-01 5.987241e-01 6.989412e-01 7.866658e-02 1.251860e+00 9.199820e-01 7.842763e-01 4.378885e-01 1.817536e-01 7.818926e-01 5.267062e-01 2.550009e-01 4.651638e-01 5.875909e-01 7.844128e-01 8.091306e-01 6.187880e-01 3.478557e-01 2.994691e-01 4.207227e-01 
14 197  1.000000000000000000e+05 0 0 1.292847e-01 5.492539e-01 9.545079e-01 1.584717e-01 1.256539e-01 3.316079e-01 3.628842e-01 3.233245e-01 8.809084e-01 4.891360e-01 5.824713e-01 6.435698e-01 8.455752e-01 2.128714e-01 5.108916e-01 5.533522e-01 6.146371e-01 2.878711e-01 7.952092e-01 8.857758e-01 6.913597e-01 6.452177e-01 1.439431e-01 5.746885e-01 8.123419e-01 1.988197e-01 9.161315e-01 5.692201e-01 6.251707e-01 7.012900e-01 3.499650e-01 3.968657e-01 3.548174e-01 5.731863e-01 
15 211  1.000000000000000000e+05 0 0 2.712240e-01 3.002498e-01 7.085211e-01 1.365681e-01 1.617809e-01 3.917232e-01 5.996481e-01 4.399619e-01 6.720452e-01 4.408886e-01 3.811345e-01 4.244468e-01 5.889415e-01 2.201079e-02 7.341387e-01 5.610535e-01 6.642852e-01 3.471079e-01 7.704416e-01 7.646738e-01 8.229427e-01 2.467158e-01 4.324015e-01 6.608529e-01 8.798170e-01 2.101204e-01 9.278574e-01 5.323290e-01 5.761222e-01 6.564737e-01 5.065129e-01 6.230666e-01 3.374718e-01 4.122508e-01 
16 225  1.000000000000000000e+05 0 0 5.976161e-01 2.895428e-01 6.328961e-01 4.364182e-01 3.752462e-01 5.390971e-01 7.383677e-01 2.325546e-01 7.601365e-01 4.918066e-01 5.441762e-01 1.033066e+00 6.099599e-01 3.586781e-01 5.889537e-01 6.360877e-01 4.842010e-01 3.732633e-01 6.112997e-01 6.888192e-01 6.455736e-01 3.910489e-01 4.415997e-01 5.859595e-01 9.310191e-01 4.931524e-01 9.914620e-01 4.375427e-01 8.745073e-01 9.150923e-01 4.924190e-01 5.995621e-01 3.830379e-01 5.370403e-01 
17 239  1.000000000000000000e+05 0 0 -1.801151e-02 4.915643e-01 6.377777e-01 2.353115e-01 4.170087e-01 8.678998e-01 4.444423e-01 3.441601e-01 8.223554e-01 4.333598e-01 6.405817e-01 4.153187e-01 6.493351e-01 2.768568e-01 5.278065e-01 4.505982e-01 6.323651e-01 4.149388e-01 6.315773e-01 6.059842e-01 7.039644e-01 4.716735e-01 7.089500e-01 5.545726e-01 7.143178e-01 5.714171e-01 9.274956e-01 5.016585e-01 6.403810e-01 8.140778e-01 5.028163e-01 4.401621e-01 5.025387e-01 4.211678e-01 
18 253  1.000000000000000000e+05 0 0 3.809016e-01 6.053879e-01 5.721773e-01 -1.961062e-02 1.987878e-01 5.848853e-01 3.416362e-01 4.977736e-01 9.802368e-01 4.306063e-01 6.329398e-01 5.126987e-01 6.026268e-01 5.127628e-01 7.447134e-01 9.125769e-01 9.029597e-01 3.446242e-01 6.827350e-01 5.707101e-01 6.081280e-01 3.506992e-01 3.601086e-01 8.056031e-01 8.050590e-01 3.186144e-01 7.824344e-01 5.742553e-01 5.979939e-01 6.870949e-01 4.538790e-01 3.561050e-01 3.713353e-01 5.529174e-01 
19 267  1.000000000000000000e+05 0 0 4.204140e-01 3.152359e-01 4.845705e-01 6.331273e-01 1.385112e-01 5.139856e-01 5.372424e-01 4.017049e-01 9.475588e-01 6.189693e-01 7.007469e-01 5.065368e-01 6.854490e-01 2.687957e-01 6.191377e-01 8.211395e-01 5.101123e-01 3.804346e-01 4.922526e-01 4.712598e-01 8.422308e-01 4.441017e-01 4.425122e-01 5.446422e-01 8.689449e-01 4.864523e-01 8.695466e-01 6.602617e-01 6.412417e-01 7.904791e-01 4.485009e-01 3.480470e-01 4.164603e-01 3.491529e-01 
20 281  1.000000000000000000e+05 0 0 5.667836e-01 3.973250e-01 5.702284e-01 7.130214e-01 1.759082e-01 3.154032e-01 5.481164e-01 3.957965e-01 7.077517e-01 7.252345e-01 8.763709e-01 4.364451e-01 5.022310e-01 2.313249e-01 4.446944e-01 4.696270e-01 5.314680e-01 3.851682e-01 5.516854e-01 6.142235e-01 7.980921e-01 4.166899e-01 3.864180e-01 5.631266e-01 7.488124e-01 4.907737e-01 1.018175e+00 6.134890e-01 5.159160e-01 9.048283e-01 7.269950e-01 5.994180e-01 6.722014e-01 3.869986e-01 
21 295  1.000000000000000000e+05 0 0 3.246580e-01 4.095303e-01 4.094050e-01 7.114789e-01 -1.976095e-02 3.727359e-01 7.776145e-01 3.743977e-01 7.645177e-01 4.926668e-01 7.489221e-01 8.553643e-01 7.689571e-01 9.895477e-04 6.535485e-01 5.949365e-01 3.394813e-01 2.328094e-01 3.930880e-01 4.764907e-01 5.644069e-01 6.483540e-01 7.958957e-01 7.217243e-01 8.968941e-01 6.782892e-01 9.598216e-01 6.689113e-01 3.934162e-01 1.173817e+00 5.841514e-01 8.324821e-01 5.946018e-01 4.454151e-01 
