surv_curvm
88.8250051622611
87.5971886859902
85.6476568242223
79.377302402511
62.7810140182952
36.97049771544
21.2425609052491
15.9711258096245
14.1330575583211
13.3924056778622
13.0566072332028
12.8730911809721
12.7512246640051
