%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principle axes lengths (sorted square roots of eigenvalues of C)" (startseed=208300, 2023/08/21 12:18:1.02)
1 15 3.981871e-01 1.038987e+00 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.972581e-01 9.979425e-01 9.989979e-01 1.000593e+00 1.005167e+00 1.010014e+00 1.017397e+00 1.038987e+00 
2 29 3.838602e-01 1.041897e+00 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.945238e-01 9.950011e-01 9.952505e-01 9.954875e-01 9.961726e-01 9.972887e-01 9.976054e-01 9.987282e-01 1.003163e+00 1.004113e+00 1.005445e+00 1.010910e+00 1.017654e+00 1.019390e+00 1.041897e+00 
3 43 3.676858e-01 1.044336e+00 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.917970e-01 9.919868e-01 9.920782e-01 9.922330e-01 9.925716e-01 9.930055e-01 9.931742e-01 9.934876e-01 9.941836e-01 9.947176e-01 9.955474e-01 9.959343e-01 9.966448e-01 9.991152e-01 1.001689e+00 1.002907e+00 1.005519e+00 1.011356e+00 1.014477e+00 1.017315e+00 1.022557e+00 1.044336e+00 
4 57 3.525345e-01 1.045158e+00 9.890776e-01 9.890776e-01 9.890776e-01 9.890776e-01 9.890776e-01 9.890776e-01 9.890776e-01 9.891687e-01 9.892126e-01 9.892796e-01 9.893563e-01 9.894613e-01 9.896294e-01 9.901583e-01 9.902580e-01 9.907222e-01 9.908370e-01 9.912364e-01 9.913918e-01 9.923224e-01 9.924566e-01 9.935319e-01 9.941631e-01 9.964048e-01 9.976950e-01 9.987056e-01 1.000013e+00 1.003356e+00 1.004358e+00 1.009747e+00 1.014129e+00 1.015129e+00 1.018351e+00 1.021777e+00 1.045158e+00 
5 71 3.333912e-01 1.045741e+00 9.863792e-01 9.863792e-01 9.864224e-01 9.865010e-01 9.865352e-01 9.865920e-01 9.866360e-01 9.867377e-01 9.868805e-01 9.871197e-01 9.872466e-01 9.875656e-01 9.879927e-01 9.880677e-01 9.885729e-01 9.891166e-01 9.894863e-01 9.897125e-01 9.904076e-01 9.912326e-01 9.920895e-01 9.935225e-01 9.948300e-01 9.953212e-01 9.972852e-01 9.990715e-01 9.999740e-01 1.003904e+00 1.006630e+00 1.009297e+00 1.012677e+00 1.015300e+00 1.020907e+00 1.026838e+00 1.045741e+00 
6 85 3.192784e-01 1.046750e+00 9.837582e-01 9.837582e-01 9.839226e-01 9.839389e-01 9.839561e-01 9.841320e-01 9.844125e-01 9.844598e-01 9.846687e-01 9.849366e-01 9.853706e-01 9.855242e-01 9.862165e-01 9.867975e-01 9.869629e-01 9.875256e-01 9.882453e-01 9.888804e-01 9.894462e-01 9.908261e-01 9.922860e-01 9.933293e-01 9.947701e-01 9.948714e-01 9.965622e-01 9.979345e-01 1.000726e+00 1.004120e+00 1.006078e+00 1.009358e+00 1.014450e+00 1.017795e+00 1.024884e+00 1.026079e+00 1.046750e+00 
7 99 3.045317e-01 1.047392e+00 9.812774e-01 9.812774e-01 9.813851e-01 9.816480e-01 9.818653e-01 9.820723e-01 9.824139e-01 9.824488e-01 9.826709e-01 9.831447e-01 9.839426e-01 9.840419e-01 9.844576e-01 9.849785e-01 9.857834e-01 9.860676e-01 9.867322e-01 9.879576e-01 9.886336e-01 9.895341e-01 9.909349e-01 9.918740e-01 9.939906e-01 9.958964e-01 9.971043e-01 9.977382e-01 1.000072e+00 1.004387e+00 1.008223e+00 1.010139e+00 1.013466e+00 1.017473e+00 1.026005e+00 1.027824e+00 1.047392e+00 
8 113 2.896334e-01 1.046045e+00 9.787463e-01 9.787463e-01 9.789885e-01 9.795359e-01 9.797160e-01 9.798522e-01 9.803067e-01 9.805633e-01 9.807308e-01 9.811933e-01 9.822988e-01 9.828042e-01 9.834706e-01 9.837037e-01 9.842677e-01 9.849190e-01 9.854789e-01 9.868688e-01 9.882716e-01 9.885954e-01 9.893285e-01 9.912027e-01 9.946258e-01 9.961834e-01 9.975488e-01 9.994812e-01 1.003295e+00 1.004155e+00 1.006610e+00 1.009411e+00 1.012468e+00 1.016223e+00 1.026893e+00 1.028284e+00 1.046045e+00 
9 127 2.751222e-01 1.045849e+00 9.767624e-01 9.767624e-01 9.769210e-01 9.770712e-01 9.777006e-01 9.777988e-01 9.781075e-01 9.785981e-01 9.791379e-01 9.800971e-01 9.806138e-01 9.810251e-01 9.813667e-01 9.815587e-01 9.826569e-01 9.844033e-01 9.855945e-01 9.861203e-01 9.867875e-01 9.881536e-01 9.895957e-01 9.914468e-01 9.949031e-01 9.959814e-01 9.973015e-01 9.995206e-01 1.002246e+00 1.003779e+00 1.006026e+00 1.011497e+00 1.012194e+00 1.013933e+00 1.027461e+00 1.028494e+00 1.045849e+00 
10 141 2.617138e-01 1.047361e+00 9.745870e-01 9.745870e-01 9.748664e-01 9.753770e-01 9.756242e-01 9.757962e-01 9.758776e-01 9.766319e-01 9.772260e-01 9.775913e-01 9.788354e-01 9.794256e-01 9.800125e-01 9.805368e-01 9.813526e-01 9.823558e-01 9.840233e-01 9.846736e-01 9.849727e-01 9.870107e-01 9.882545e-01 9.925077e-01 9.930828e-01 9.937141e-01 9.973696e-01 9.984801e-01 1.000553e+00 1.004689e+00 1.006026e+00 1.010103e+00 1.010826e+00 1.014398e+00 1.025957e+00 1.028721e+00 1.047361e+00 
