surv_curvm
63.6099803275768
63.4859696155425
63.3311966047654
63.0021531307028
62.387869249578
61.0089095896176
58.1361144602138
52.9148578586675
45.4863886051871
36.2284576916577
24.18450836063
10.5418473541979
8.0672511019176
