%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=210649, 2023/08/26 16:19:14.50)
1 15 3.996195e-01 1.037405e+00  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+18
2 29 3.849971e-01 1.044785e+00  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+13
3 43 3.680004e-01 1.047483e+00  1.731849355838277006e+03  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+18
4 57 3.546663e-01 1.051966e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+18
5 71 3.347633e-01 1.055060e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+15
6 85 3.181254e-01 1.056884e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
7 99 3.065652e-01 1.062891e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+13
8 113 2.909944e-01 1.068425e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
9 127 2.791642e-01 1.073199e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
10 141 2.618484e-01 1.077325e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+13
11 155 2.474076e-01 1.079670e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
12 169 2.350026e-01 1.082027e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
13 183 2.240897e-01 1.083581e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
14 197 2.165356e-01 1.085201e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05
15 211 2.082525e-01 1.087625e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05
16 225 2.012016e-01 1.089193e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05
17 239 1.949345e-01 1.093550e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
18 253 1.895150e-01 1.099392e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05
19 267 1.834413e-01 1.105499e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05
20 281 1.778211e-01 1.110142e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
21 295 1.723302e-01 1.112781e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
22 309 1.664824e-01 1.116825e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+05
23 323 1.584923e-01 1.119973e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
24 337 1.526723e-01 1.120312e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
25 351 1.500577e-01 1.126880e+00  1.731849355838277006e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+11
