%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211689, 2023/08/26 12:27:20.90)
1 15 2.834082e-01 1.030410e+00  3.369705068754429703e+03  3.369705068754429703e+03  5.050000000000000000e+12  1.000000000000000000e+18
2 29 2.758056e-01 1.047848e+00  3.369705068754429703e+03  3.554995308975215721e+03  5.050000000000000000e+12  1.000000000000000000e+15
3 43 2.705605e-01 1.051637e+00  1.021917113960451047e+03  1.021917113960451047e+03  5.000005000000000000e+10  1.000000000000000000e+15
4 57 2.612362e-01 1.059723e+00  1.021917113960451047e+03  1.515581906527962474e+03  5.000005000000000000e+10  1.000000000000000000e+15
5 71 2.586013e-01 1.071712e+00  1.021917113960451047e+03  1.000000000000000000e+11  5.000500000000000000e+14  1.000000000000000000e+15
6 85 2.541906e-01 1.084067e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+15
7 99 2.462038e-01 1.095227e+00  1.021917113960451047e+03  6.088302070300375817e+03  1.000000000000000000e+11  1.000000000000000000e+15
8 113 2.368275e-01 1.099792e+00  1.021917113960451047e+03  1.000000000000000000e+11  1.000000000000000000e+11  1.000000000000000000e+15
9 127 2.293117e-01 1.105187e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+15
10 141 2.222937e-01 1.106874e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+15
11 155 2.209466e-01 1.108142e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+05  1.000000000000000000e+15
12 169 2.134681e-01 1.108381e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+11
13 183 2.069152e-01 1.110954e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+11
14 197 2.008418e-01 1.117599e+00  1.021917113960451047e+03  1.000000000000000000e+11  1.000000000000000000e+11  1.000000000000000000e+11
15 211 1.930045e-01 1.123049e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+11
16 225 1.878161e-01 1.130276e+00  1.021917113960451047e+03  1.000000000000000000e+05  1.000000000000000000e+11  1.000000000000000000e+15
17 239 1.826306e-01 1.135905e+00  1.021917113960451047e+03  1.919117008727336952e+03  1.000000000000000000e+11  1.000000000000000000e+15
18 253 1.793541e-01 1.144623e+00  1.021917113960451047e+03  1.312635960363746790e+03  1.000000000000000000e+11  1.000000000000000000e+15
19 267 1.783138e-01 1.155959e+00  8.810787279484902683e+02  8.810787279484902683e+02  1.000000000000000000e+05  1.000000000000000000e+18
