surv_curvm
89.4426007682812
89.416603391755
89.3932083869662
89.3385003220013
89.237865744044
88.9915700898723
88.3908353050651
86.791096036734
82.7314048596972
74.2177603807252
57.3057653370944
24.4063138257476
18.1038679969265
