0.1,		53.2038309,	49.2002095,	36.1476542
5,		50.2700473,	49.7078851,	41.3755656
25,		37.7486175,	40.2635078,	27.7018338
50,		26.7198598,	31.7619566,	16.9869016
100,	18.8594852,	23.524316,	14.7216004
200,	16.6475464,	19.6966034,	11.6656347
400,	18.4934067,	9.91981949,	5.34222434
800,	12.3448356,	6.92010154,	2.81209812
1000,	10.3468722,	5.85438575,	1.2764944
