%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principle axes lengths (sorted square roots of eigenvalues of C)" (startseed=208935, 2023/02/20 14:22:8.37)
1 15 4.042568e-01 1.038475e+00 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.972683e-01 9.978253e-01 1.000720e+00 1.004391e+00 1.007364e+00 1.016148e+00 1.038475e+00 
1 15 3.960108e-01 1.029983e+00 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.973947e-01 9.994392e-01 1.001779e+00 1.002710e+00 1.006607e+00 1.014079e+00 1.029983e+00 
1 15 3.928349e-01 1.026803e+00 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.972580e-01 1.000039e+00 1.002554e+00 1.004862e+00 1.008494e+00 1.012484e+00 1.026803e+00 
1 15 3.964706e-01 1.023329e+00 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.975948e-01 9.997407e-01 1.001019e+00 1.003371e+00 1.005964e+00 1.009017e+00 1.023329e+00 
1 15 3.968353e-01 1.036320e+00 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.973809e-01 9.995326e-01 1.000792e+00 1.005660e+00 1.011085e+00 1.013687e+00 1.036320e+00 
1 15 3.970864e-01 1.025326e+00 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.967348e-01 9.972726e-01 9.984695e-01 1.001035e+00 1.003480e+00 1.009792e+00 1.011985e+00 1.025326e+00 
2 29 3.892349e-01 1.043664e+00 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.938212e-01 9.939223e-01 9.941992e-01 9.949828e-01 9.965908e-01 9.975624e-01 9.990102e-01 1.000763e+00 1.003870e+00 1.005385e+00 1.011498e+00 1.012674e+00 1.019532e+00 1.043664e+00 
2 29 5.318109e-01 1.031338e+00 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.939213e-01 9.941303e-01 9.943710e-01 9.960059e-01 9.965559e-01 9.971855e-01 9.985523e-01 1.000923e+00 1.001906e+00 1.003483e+00 1.006368e+00 1.014474e+00 1.023670e+00 1.031338e+00 
2 29 5.263028e-01 1.040909e+00 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.937632e-01 9.940454e-01 9.951767e-01 9.963904e-01 9.984308e-01 9.986571e-01 9.997303e-01 1.000649e+00 1.001331e+00 1.005174e+00 1.010935e+00 1.014841e+00 1.025902e+00 1.040909e+00 
2 29 3.735440e-01 1.027952e+00 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.934802e-01 9.938936e-01 9.941034e-01 9.946183e-01 9.954063e-01 9.954632e-01 9.962165e-01 9.978175e-01 9.987575e-01 1.000233e+00 1.004784e+00 1.009047e+00 1.011357e+00 1.015481e+00 1.027952e+00 
