0.1,    	100,			100,			100
5,		90.3212266,		82.1075804,		100.072634
25,	 	42.7816597,		64.5712098,		63.6182662
50,	 	36.6089726,		50.6718989,		52.4298877
100,	29.4042122,		41.4452527,		50.5360145
200,	28.7178094,		41.3418836,		40.6685049
400,	27.9622725,		36.9831547,		36.4099805
800,	21.1525641,		20.3541348,		13.7050239
1000,	9.26149972,		8.12595712,		5.8443742
