0.1,		81.9016814,	69.2055896,	71.4762257
5,		55.8677564,	53.7767994,	52.1877732
25,		27.8042517,	19.2515314,	26.978277
50	,	21.4142861,	16.3495406,	16.8390611
100,	15.0095059,	15.8288668,	15.0527944
200,	12.8070912,	13.7825421,	13.9094761
400,	11.3651515,	12.8235069,	12.2119847
800,	6.4270018,	6.98698315,	6.46042101
1000,	5.12826844,	3.03981623,	3.88593718
