0.1,		100,		100,		100
5,		91.4719189,	99.3029534,	94.2995951
25,		97.0687944,	85.3217293,	85.1736128
50,		84.3694814,	92.9227608,	95.3455585
100,	83.1732814,	71.0564487,	75.5217909
200,	81.2243004,	63.9369032,	48.2543463
400,	66.6017866,	35.5715379,	37.5984758
800,	27.5499813,	11.3300294,	9.53465111
1000,	12.8346589,	4.36963617,	4.1962372
