0.1,		90.1597082,	97.1211572,	79.5198857
5,		95.362147,	110.35497,	74.5834723
25,		100.391859,	82.2394134,	78.0071446
50,		92.6268707,	94.8184858,	70.974994
100,	97.4503409,	80.6358032,	58.0633484
200,	93.1502082,	58.1328821,	54.9197428
400,	63.6241766,	36.7299247,	36.1933794
800,	25.5855322,	9.46049398,	10.899738
1000,	19.4034468,	3.18103066,	5.89283163
