%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=214861, 2023/08/25 18:57:17.63)
1 15  1.222232857166606209e+03 0 0 1.097629e+00 9.124621e-01 4.907414e-01 1.886063e-01 1.125684e+00 7.957993e-01 -4.667980e-02 4.938741e-01 5.656976e-01 2.360204e-01 1.432057e-01 1.121305e+00 1.007204e+00 1.198523e-01 9.865382e-01 4.727527e-01 2.855081e-01 7.840701e-01 8.299492e-01 5.357657e-01 8.060565e-01 1.859263e-01 8.836744e-01 9.284089e-01 9.594626e-01 5.559337e-02 1.095458e+00 1.869599e-01 3.570071e-01 3.148143e-01 1.047631e+00 4.348062e-01 -2.596876e-01 -2.285112e-01 
2 29  1.576590475211109515e+04 0 0 6.542528e-01 8.073607e-01 4.160301e-01 6.370330e-01 1.142989e+00 4.876282e-01 6.813373e-02 5.676573e-01 2.963402e-01 8.595949e-01 2.589420e-01 1.004863e+00 2.292812e-01 -3.077069e-02 8.537560e-01 2.823353e-01 7.871306e-01 8.109876e-01 8.403153e-01 8.049549e-01 8.797954e-01 3.590019e-01 1.315648e+00 1.306489e+00 4.413139e-01 5.296482e-01 9.371861e-01 6.619489e-01 5.218803e-01 3.278683e-01 4.999947e-01 3.661425e-01 1.596934e-01 -5.405543e-01 
3 43  4.164674588229279834e+03 0 0 1.479862e-01 9.779158e-01 8.008527e-01 5.648848e-01 1.001613e+00 5.262528e-01 -1.700900e-01 2.223284e-02 8.269997e-01 4.630527e-01 1.119509e-01 1.005088e+00 9.350470e-01 1.795967e-01 1.274996e+00 2.793122e-01 5.838271e-01 7.777825e-01 8.165645e-01 5.702080e-01 7.739545e-01 6.199038e-01 1.094060e+00 5.115378e-01 2.338194e-02 1.104492e-01 1.003131e+00 3.665608e-01 -4.916596e-02 5.277983e-01 1.697965e-01 1.995372e-01 3.500152e-01 2.435941e-01 
4 57  1.000000000000000000e+05 0 0 1.201655e+00 2.909757e-01 3.666175e-01 5.133294e-01 1.472564e+00 8.546021e-01 -2.804339e-01 1.459243e-01 3.579742e-01 4.071462e-01 4.480152e-01 6.468392e-01 8.395655e-01 1.670129e-01 9.521175e-01 -6.842216e-02 5.597233e-01 6.668490e-01 1.056066e+00 6.955697e-01 3.804171e-01 2.148701e-01 9.785901e-01 9.480548e-01 6.586707e-01 1.538167e-01 7.162785e-01 1.551530e-01 -3.621371e-01 6.173270e-01 4.623955e-01 -5.752738e-02 6.164401e-01 -2.277866e-02 
5 71  1.000000000000000000e+05 0 0 5.648905e-01 2.912327e-01 1.841076e-01 3.740736e-01 9.611315e-01 9.809325e-01 2.892146e-01 2.465544e-01 4.680453e-01 5.140496e-01 4.286393e-01 5.556051e-01 5.409505e-01 -6.270142e-02 6.066853e-01 3.485316e-01 2.696411e-01 4.454597e-01 3.567036e-01 7.839704e-01 4.153501e-01 7.062971e-01 1.148536e+00 5.493585e-01 4.953410e-01 9.767785e-01 -1.386492e-01 -3.449970e-01 5.835952e-01 9.921422e-01 9.837919e-02 1.014777e-01 2.991856e-01 8.060035e-02 
6 85  1.000000000000000000e+05 0 0 5.824208e-01 6.030281e-01 -2.852724e-02 -2.121692e-02 8.006110e-01 1.156291e+00 2.566874e-01 1.018579e-01 6.179387e-01 1.305251e-01 3.434012e-01 6.891959e-01 9.860345e-01 4.352414e-01 7.153957e-01 7.012010e-01 6.500843e-01 2.557746e-01 1.136170e-01 6.503683e-01 5.858967e-01 6.583916e-01 2.937731e-01 7.036336e-01 2.390854e-01 5.623928e-01 4.784750e-01 -2.063863e-01 6.013932e-01 2.023305e-01 4.242595e-01 5.114983e-01 5.933533e-01 3.415625e-01 
7 99  1.000000000000000000e+05 0 0 7.156864e-01 6.514148e-01 6.152170e-02 1.623461e-01 4.336230e-01 1.070754e+00 2.528746e-01 5.217344e-01 7.151867e-01 4.316409e-01 6.185225e-01 1.321246e+00 8.515130e-01 5.875443e-02 7.392818e-01 3.379946e-01 1.094947e+00 2.768892e-01 6.111501e-01 4.583774e-01 3.809034e-01 7.365926e-01 7.863281e-01 8.730487e-01 2.307992e-01 6.974471e-01 5.714926e-01 2.723427e-01 5.922421e-01 6.579828e-01 1.819203e-01 8.725321e-01 6.409342e-01 5.216990e-01 
8 113  1.000000000000000000e+05 0 0 5.041500e-01 8.852371e-01 1.325340e-01 8.813186e-02 7.796451e-01 8.967476e-01 1.872533e-01 2.728789e-01 6.907167e-01 8.943889e-01 3.957584e-01 9.005784e-01 7.194925e-01 4.494805e-01 1.141377e+00 1.052517e-01 8.053822e-01 1.283334e-01 1.282819e-01 4.567033e-01 6.810729e-01 5.848086e-01 6.451223e-01 5.244099e-01 5.759559e-01 9.125986e-01 5.198432e-01 2.258102e-01 6.942339e-01 7.633245e-01 5.668715e-01 3.693207e-01 8.692773e-01 5.001845e-01 
9 127  1.000000000000000000e+05 0 0 7.160384e-01 6.594169e-01 2.532513e-01 6.964038e-02 8.603857e-01 1.409964e+00 4.045753e-01 2.975408e-01 1.063990e+00 6.659902e-01 2.751794e-01 5.077510e-01 1.094367e+00 3.391120e-01 8.918111e-01 3.477825e-01 6.745033e-01 4.780927e-01 4.645454e-01 2.949289e-01 8.192981e-01 8.037463e-01 4.919907e-01 1.059292e+00 4.785669e-01 1.060324e+00 2.146778e-01 -1.694008e-02 6.556198e-01 6.086970e-01 1.399754e-01 5.488658e-01 7.843914e-01 6.859182e-02 
10 141  1.000000000000000000e+05 0 0 7.641903e-01 8.087937e-01 7.036149e-01 1.309360e-01 4.353555e-01 9.386841e-01 1.567328e-01 3.996363e-01 6.509236e-01 7.768103e-01 5.827616e-01 9.484006e-01 3.859735e-01 4.305032e-01 7.412154e-01 -9.680811e-02 8.848446e-01 5.367885e-01 1.062574e-01 8.148757e-01 6.756266e-01 5.580576e-01 6.399785e-01 6.672929e-01 3.634405e-01 9.053979e-01 6.708978e-01 4.728992e-01 8.830070e-01 4.338394e-01 2.972406e-01 6.975982e-01 6.324297e-01 2.254111e-01 
11 155  1.000000000000000000e+05 0 0 5.443332e-01 7.364525e-01 6.796652e-01 3.053905e-01 7.545159e-01 8.344259e-01 2.589513e-01 7.981431e-02 4.534722e-01 7.586527e-01 2.552498e-01 6.685740e-01 4.384765e-01 2.989248e-01 7.849431e-01 3.946733e-01 1.277191e+00 1.164647e-02 1.568639e-01 6.232412e-01 7.638746e-01 8.605464e-01 9.224623e-01 7.553557e-01 1.324432e-01 1.073135e+00 6.918375e-01 1.937330e-01 9.989462e-01 4.504286e-01 6.223801e-01 8.391222e-01 6.251182e-02 2.884334e-01 
12 169  1.000000000000000000e+05 0 0 3.458212e-01 6.551596e-01 9.204168e-01 3.217295e-01 7.144415e-01 9.181243e-01 3.044223e-01 -5.501400e-02 5.717796e-01 4.134289e-01 3.998517e-01 1.011981e+00 7.437075e-01 4.196473e-01 2.188851e-01 1.927772e-01 1.070730e+00 7.733496e-01 1.187000e-01 4.376157e-01 1.010075e+00 3.653599e-01 8.540891e-01 1.027482e+00 2.757949e-01 1.079054e+00 6.059896e-01 2.425989e-01 5.545080e-01 6.488203e-01 4.716297e-01 7.639250e-01 6.235323e-02 5.077277e-01 
13 183  1.000000000000000000e+05 0 0 9.730715e-01 5.193221e-01 3.334497e-01 1.811251e-02 5.393142e-01 8.764632e-01 1.237446e-01 5.562932e-01 7.773578e-01 9.537843e-01 3.207435e-01 4.994777e-01 7.197258e-01 5.946908e-01 5.346344e-01 2.028368e-01 3.240754e-01 6.405961e-01 3.646226e-01 6.569999e-01 7.838063e-01 7.679695e-01 5.415430e-01 9.648975e-01 -2.037693e-01 6.495711e-01 9.005947e-01 3.155890e-01 7.071896e-01 8.618065e-01 4.423613e-01 6.911134e-01 -1.063717e-02 3.189298e-01 
14 197  1.000000000000000000e+05 0 0 1.047524e+00 2.765322e-01 2.816016e-01 3.255531e-01 8.574626e-02 8.702683e-01 1.583921e-01 2.474620e-01 6.382500e-01 5.599792e-01 8.782092e-01 4.291729e-01 7.158032e-01 4.320508e-01 4.966010e-01 4.351442e-01 1.095975e+00 6.025118e-01 2.395547e-01 7.244481e-01 1.033718e+00 3.739255e-01 9.406538e-01 5.560168e-01 6.775839e-01 7.131905e-01 5.077977e-01 2.789862e-01 1.113122e+00 5.612436e-01 6.183410e-01 4.293085e-01 1.397360e-01 4.980039e-02 
15 211  1.000000000000000000e+05 0 0 1.120000e+00 9.180351e-01 4.681928e-01 5.749983e-01 4.597468e-01 6.930903e-01 3.302042e-01 1.787662e-01 8.441527e-01 7.700231e-01 8.352351e-01 6.066454e-01 1.249482e+00 6.324483e-01 2.727669e-01 5.003059e-01 8.038970e-01 4.743567e-01 5.848798e-01 1.237822e+00 7.865538e-01 6.285200e-01 7.441426e-01 8.834168e-01 3.171893e-01 8.915211e-01 3.731250e-01 1.483909e-01 7.520615e-01 6.043706e-01 3.642138e-01 5.938672e-01 4.063061e-01 1.853210e-01 
16 225  1.000000000000000000e+05 0 0 8.601543e-01 3.855709e-01 2.199518e-02 2.946075e-01 5.411536e-01 6.470413e-01 4.456928e-01 1.864543e-01 6.201333e-01 8.801634e-01 3.911523e-01 6.449417e-01 1.025848e+00 4.833148e-01 7.276479e-01 6.473298e-01 8.155780e-01 5.784478e-01 4.964948e-01 8.448614e-01 6.955981e-01 5.701638e-01 7.816695e-01 6.015385e-01 1.150439e-01 1.042244e+00 8.729070e-01 -1.747686e-02 6.902184e-01 7.065369e-01 2.242841e-01 5.525930e-01 4.682568e-01 3.090815e-01 
17 239  1.000000000000000000e+05 0 0 1.074356e+00 6.911495e-01 1.140377e-01 4.723107e-01 3.527324e-01 6.640006e-01 4.368028e-01 1.905844e-01 6.573127e-01 9.091600e-01 3.313138e-01 8.216090e-01 1.180312e+00 5.701806e-01 1.147544e+00 8.454561e-01 8.570516e-01 4.545812e-01 5.336234e-01 6.330049e-01 7.381195e-01 7.871174e-01 7.057330e-01 3.315383e-01 2.508756e-01 1.023520e+00 2.827253e-01 1.696495e-01 7.661683e-01 5.212960e-01 1.673889e-01 6.586065e-01 2.919628e-01 5.275210e-01 
18 253  1.000000000000000000e+05 0 0 5.539877e-01 7.252949e-01 4.286038e-01 2.620691e-01 4.308884e-01 9.593129e-01 4.885655e-01 3.726303e-01 6.728681e-01 7.148555e-01 2.215391e-01 7.153193e-01 5.664121e-01 3.177225e-01 6.404159e-01 3.240955e-01 5.186782e-01 6.014440e-01 5.270192e-01 4.931553e-01 9.728154e-01 8.940688e-01 6.747072e-01 5.372876e-01 1.658933e-01 9.068571e-01 6.071973e-01 3.316773e-01 9.482854e-01 3.194689e-01 6.359903e-01 6.646618e-01 2.651341e-01 6.008315e-01 
19 267  1.000000000000000000e+05 0 0 2.072769e-01 3.323078e-01 2.526384e-01 -4.893210e-02 5.262317e-01 8.504190e-01 4.587435e-01 -3.919407e-02 5.689746e-01 7.307990e-01 6.081753e-01 8.304567e-01 5.249824e-01 5.631551e-01 7.690619e-01 3.739728e-01 4.387393e-01 7.948716e-01 4.369014e-01 8.337214e-01 1.002679e+00 8.881924e-01 7.285754e-01 6.785580e-01 9.190021e-01 4.573958e-01 5.800297e-01 3.040508e-01 9.952598e-01 7.638217e-01 2.379143e-01 6.469149e-01 3.117440e-01 5.762679e-01 
20 281  1.000000000000000000e+05 0 0 6.279804e-01 8.037062e-01 6.229115e-01 1.279135e-01 1.980366e-01 5.849241e-01 -6.852170e-02 -1.258136e-01 7.293672e-01 8.475353e-01 3.376653e-01 3.502270e-01 4.651997e-01 8.517469e-01 8.744557e-01 3.276167e-01 4.408068e-01 8.720881e-01 6.304814e-01 9.877591e-01 7.022506e-01 5.672461e-01 9.448519e-01 6.958295e-01 5.335813e-01 7.875342e-01 4.509555e-01 6.538200e-01 8.261385e-01 6.256623e-01 -1.242591e-02 4.788941e-02 5.758210e-02 6.424124e-01 
